M&A SDC Deal Number,Date Announced,Target Full Name,Acquiror Full Name,Date Effective,Acquiror 6-digit CUSIP,Target 6-digit CUSIP,SDC Deal No
3072031040,02/03/2017,Premium Fund SA,Main Switch LLC,02/03/2017,2F9738,2F9734,3072031040
3066310020,02/02/2017,Ultratech Inc,Veeco Instruments Inc,05/26/2017,922417,904034,3066310020
3065880020,02/01/2017,ONEOK Partners LP,ONEOK Inc,06/30/2017,682680,68268N,3065880020
3066664020,02/01/2017,DCB Bancshares Inc,Old Line Bancshares Inc,07/28/2017,67984M,2F6047,3066664020
3086753020,02/01/2017,Tallgrass Energy GP LP,Tallgrass Equity LLC,02/01/2017,4F0020,874696,3086753020
3065656020,01/31/2017,Telos Corp,Enlightenment Capital LLC,01/31/2017,1C1737,879694,3065656020
3064117020,01/30/2017,IXIA,Keysight Technologies Inc,04/18/2017,49338L,45071R,3064117020
3065553020,01/30/2017,Royal Bancshares of Pennsylvania Inc,Bryn Mawr Bank Corp,12/15/2017,117665,780081,3065553020
3079188020,01/30/2017,Cobalt International Energy Inc,Bondholders,05/10/2018,09788F,19075F,3079188020
3083441020,01/30/2017,Franklin Limited Duration Income Trust,Franklin Limited Duration Income Trust,03/03/2017,35472T,35472T,3083441020
3064773020,01/27/2017,Midcoast Energy Partners LP,Enbridge Energy Co Inc,04/27/2017,29230T,59564N,3064773020
3064840020,01/27/2017,Stonegate Mortgage Corp,Home Point Financial Corp,05/31/2017,2F4724,86181Q,3064840020
3065008020,01/27/2017,Questar Assessment Inc,Educational Testing Service,03/03/2017,28148C,74837A,3065008020
3087920020,01/27/2017,Salon Media Group Inc,Spear Point Capital Management LLC,01/27/2017,9C5336,79550B,3087920020
3064780020,01/26/2017,Centrue Financial Corp,Midland States Bancorp Inc,06/12/2017,597742,15643B,3064780020
3063451020,01/24/2017,Multi Packaging Solutions International Ltd,WestRock Co,06/06/2017,8C9578,G6331W,3063451020
3063531020,01/24/2017,GenVec Inc,Intrexon Corp,06/16/2017,46122T,37246C,3063531020
3063835020,01/24/2017,Arctic Cat Inc,Textron Inc,03/06/2017,883203,039670,3063835020
3064299020,01/24/2017,Intuitive Surgical Inc,Intuitive Surgical Inc,12/07/2017,46120E,46120E,3064299020
3062870040,01/23/2017,Daiichi Kasei Co Ltd,Investor Group,03/07/2017,46145M,23523H,3062870040
3062664020,01/22/2017,"BNC Bancorp,High Point, North Carolina",Pinnacle Financial Partners Inc,06/16/2017,72346Q,05566T,3062664020
3063037020,01/20/2017,Jaclyn Inc,Jaclyn Holdings Parent LLC,02/23/2017,2F3342,469772,3063037020
3062045040,01/19/2017,Milestone Apartments Real Estate Investment Trust,Starwood Capital Group Management LLC,04/28/2017,85569J,59934P,3062045040
3062498020,01/19/2017,Skyworks Solutions Inc,Skyworks Solutions Inc,02/04/2018,83088M,83088M,3062498020
3061530020,01/18/2017,CoLucid Pharmaceuticals Inc,Eli Lilly & Co,03/01/2017,532457,19716T,3061530020
3062107040,01/18/2017,PVR Ltd,Warburg Pincus LLC,01/18/2017,93402J,62832F,3062107040
3087062040,01/17/2017,Sphere 3D Corp,MacFarlane Family Ventures llc,01/17/2017,2E4062,84841L,3087062040
3060809020,01/16/2017,Clayton Williams Energy Inc,Noble Energy Inc,04/24/2017,655044,969490,3060809020
3060775020,01/11/2017,The Advisory Board Co,Elliott Management Corp,01/11/2017,28863Z,00762W,3060775020
3059098020,01/10/2017,Derma Sciences Inc,Integra LifeSciences Holdings Corp,02/24/2017,457985,249827,3059098020
3060626020,01/10/2017,LaSalle Hotel Properties,LaSalle Hotel Properties,01/10/2017,517942,517942,3060626020
3058400020,01/09/2017,Surgical Care Affiliates Inc,OptumHealth Inc,03/24/2017,67286W,86881L,3058400020
3058405020,01/09/2017,ARIAD Pharmaceuticals Inc,Kiku Merger Co Inc,02/16/2017,1F9657,04033A,3058405020
3058480020,01/09/2017,VCA Inc,Mars Inc,09/12/2017,57166Q,918194,3058480020
3058624020,01/09/2017,Pacific Continental Corp,Columbia Banking System Inc,11/01/2017,197236,69412V,3058624020
3057863020,01/06/2017,International Sustainability Group Inc,AnyThing Technologies Media Inc,01/06/2017,037355,460412,3057863020
3065943020,01/06/2017,Asta Funding Inc,Asta Funding Inc,02/15/2017,046220,046220,3065943020
3057489020,01/05/2017,CEB Inc,Gartner Inc,04/05/2017,366651,125134,3057489020
3057600020,01/05/2017,Oceanic Research & Recovery Inc,McCusker Holding Corp,04/13/2017,1F8991,67524P,3057600020
3057967020,01/05/2017,SunLink Health Systems Inc,SunLink Health Systems Inc,02/24/2017,86737U,86737U,3057967020
3077043020,01/05/2017,Centrus Energy Corp,Bondholders,02/14/2017,09788F,15643U,3077043020
3059648020,01/04/2017,Bonanza Creek Energy Inc,Creditors,04/28/2017,22542Z,097793,3059648020
3058015040,01/02/2017,Britam Holdings Ltd,International Finance Corp,09/18/2017,450440,1F9257,3058015040
3056110020,12/29/2016,Tangoe Inc,Marlin Management Company LLC,06/16/2017,1F7405,87582Y,3056110020
3063417020,12/23/2016,Memorial Production Partners LP,Creditors,05/04/2017,22542Z,586048,3063417020
3086784020,12/23/2016,Erickson Inc,Creditors,04/28/2017,22542Z,0C5259,3086784020
3055586020,12/22/2016,Cinedigm Corp,Bondholders,12/29/2016,09788F,172406,3055586020
3055717020,12/22/2016,Atkore International Group Inc,Atkore International Group Inc,12/22/2016,047649,047649,3055717020
3052322020,12/21/2016,TriNet Group Inc,Atairos Group Inc,02/01/2017,9E4103,896288,3052322020
3054281020,12/21/2016,Fuse Medical Inc,Reeg Medical Industries Inc,12/21/2016,1F5869,3J0882,3054281020
3054286020,12/21/2016,Broadway Financial Corp,Broadway Financial Corp,12/22/2016,111444,111444,3054286020
3065422020,12/21/2016,Forbes Energy Services Ltd,Creditors,04/13/2017,22542Z,345143,3065422020
3081045040,12/21/2016,Merus NV,Incyte Corp,01/23/2017,45337C,N5749R,3081045040
3059313020,12/20/2016,Omtool Ltd,Upland Software Inc,01/11/2017,91544A,681974,3059313020
3060098020,12/20/2016,Chesapeake Energy Corp,Bondholders,01/05/2017,09788F,165167,3060098020
3051923020,12/19/2016,"FCB Bancorp Inc,Louisvill,Kentucky",MainSource Financial Group Inc,04/30/2017,56062Y,1F3970,3051923020
3054282020,12/19/2016,Fuse Medical Inc,NC 143 Family Holdings LP,12/21/2016,1F5875,3J0882,3054282020
3055427020,12/19/2016,Calamos Asset Management Inc,Investor Group,02/21/2017,46145M,12811R,3055427020
3066307020,12/16/2016,Hometown Bancorp Inc,"Wallkill Valley Federal Savings & Loan Association, Wallkill,NY",08/14/2017,93639X,43785X,3066307020
3049051020,12/15/2016,First ULB Corp,"Bay Commercial Bank,Walnut Creek,California",04/28/2017,072199,33754P,3049051020
3053020020,12/15/2016,Fifth Third Bancorp,Fifth Third Bancorp,12/20/2016,316773,316773,3053020020
3048654020,12/14/2016,NeuStar Inc,Neustar Inc SPV,08/08/2017,1F1336,64126X,3048654020
3049059020,12/14/2016,"Southwest Bancorp Inc, Stillwater,Oklahoma",Simmons First National Corp,10/19/2017,828730,844767,3049059020
3047909020,12/13/2016,Heritage Oaks Bancorp,Pacific Premier Bancorp Inc,04/01/2017,69478X,42724R,3047909020
3051251020,12/13/2016,"Eastern Virginia Bankshares Inc,Tappahannock,Virginia",Southern National Bancorp of Virginia Inc,06/23/2017,843395,277196,3051251020
3047419020,12/12/2016,Lionbridge Technologies Inc,HIG Capital LLC,02/28/2017,40436F,536252,3047419020
3047700020,12/12/2016,Seventy Seven Energy Inc,Patterson-UTI Energy Inc,04/20/2017,703481,5E3113,3047700020
3047151020,12/09/2016,IntelliEPI Inc,IntelliEPI Inc,01/24/2017,G48007,G48007,3047151020
3049479040,12/09/2016,Nexteye Co Ltd,Admiralty Holding Co Ltd,01/20/2017,1F2000,65870M,3049479040
3053556020,12/09/2016,Syniverse Holdings Inc,Bondholders,01/09/2017,09788F,87163F,3053556020
3071068020,12/09/2016,Neuberger Berman Real Estate Securities Income Fund Inc,Neuberger Berman Real Estate Securities Income Fund Inc,01/10/2017,64190A,64190A,3071068020
3046334020,12/07/2016,Steel Excel Inc,Steel Partners Holdings LP,02/07/2017,85814R,858122,3046334020
3052925020,12/07/2016,Brekford International Corp,Keystone Solutions Inc,08/28/2017,1F4685,106787,3052925020
3113110020,12/07/2016,Black Knight Financial Services Inc,Shareholders,10/02/2017,81949M,09214X,3113110020
3044877020,12/06/2016,IntraLinks Holdings Inc,Synchronoss Technologies Inc,01/19/2017,87157B,46118H,3044877020
3045651040,12/06/2016,China Bilingual Technology & Education Group Inc,Capstone Technologies Group Inc,12/07/2016,14070V,16977Y,3045651040
3049511020,12/06/2016,Cadiz Inc,Cadiz Inc,12/06/2016,127537,127537,3049511020
3050772020,12/06/2016,Ultra Petroleum Corp,Creditors,04/12/2017,22542Z,903914,3050772020
3060091020,12/06/2016,Chesapeake Energy Corp,Bondholders,01/05/2017,09788F,165167,3060091020
2732707020,12/05/2016,FairPoint Communications Inc,Consolidated Communications Holdings Inc,06/30/2017,209034,305560,2732707020
3043986020,12/05/2016,Perk Inc,RhythmOne PLC,01/19/2017,76244A,7C1734,3043986020
3054673040,12/05/2016,BIOERG SA,Delmont Capital LLC,12/05/2016,5C3544,4E7138,3054673040
3043629020,12/02/2016,Vascular Solutions Inc,Teleflex Inc,02/17/2017,879369,92231M,3043629020
3054335020,12/02/2016,Sims Metal Management Ltd,Sims Metal Management Ltd,12/19/2017,82920M,82920M,3054335020
3043094020,12/01/2016,CLARCOR Inc,Parker Hannifin Corp,02/28/2017,701094,179895,3043094020
3042965020,11/25/2016,Constellation Healthcare Technologies Inc,CC Capital Management LLC,01/31/2017,0F7273,4C3067,3042965020
3049994020,11/23/2016,Wells Fargo Multi-Sector Income Fund,Wells Fargo Multi-Sector Income Fund,05/11/2017,30024Y,30024Y,3049994020
3040909040,11/22/2016,ServicePower Technologies PLC,Diversis Capital Management LP,02/17/2017,6A9231,81802H,3040909040
3038546020,11/21/2016,Applied Micro Circuits Corp,MACOM Technology Solutions Holdings Inc,01/26/2017,55405Y,03822W,3038546020
3038669020,11/21/2016,Energy Transfer Partners LP,Sunoco Logistics Partners LP,04/28/2017,86764L,29273R,3038669020
3038193020,11/20/2016,LifeLock Inc,Symantec Corp,02/09/2017,871503,53224V,3038193020
3039174040,11/18/2016,KAP Beteiligungs-AG,The Carlyle Group LLC,11/30/2016,14310Q,48560A,3039174040
3037094040,11/17/2016,Pan-Pacific Co Ltd,Employee Stock Ownership Plan,11/24/2016,29216Q,69894N,3037094040
3037287020,11/17/2016,Universal American Corp,WellCare Health Plans Inc,04/28/2017,94946T,913590,3037287020
3037475020,11/17/2016,Western Refining Inc,Tesoro Corp,06/01/2017,881609,959319,3037475020
3037577020,11/17/2016,"Cascade Bancorp,Bend,Oregon",First Interstate BancSystem Inc,05/30/2017,32055Y,147154,3037577020
3037901040,11/17/2016,Avesco Group PLC,NEP Group Inc,12/21/2016,5C9176,G06804,3037901040
3043733020,11/17/2016,KCG Holdings Inc,KCG Holdings Inc,12/16/2016,48244B,48244B,3043733020
3304606040,11/16/2016,Patch International Inc,Stem Holdings Inc,01/20/2017,85858U,703012,3304606040
3036376020,11/15/2016,TFB Bancorp Inc,Glacier Bancorp Inc,05/01/2017,37637Q,0F3319,3036376020
3035707020,11/14/2016,Equity One Inc,Regency Centers Corp,03/01/2017,758849,294752,3035707020
3043785020,11/14/2016,WebMD Health Corp,WebMD Health Corp,12/21/2016,94770V,94770V,3043785020
3077681020,11/14/2016,International Shipholding Corp,Creditors,07/03/2017,22542Z,460321,3077681020
3043856020,11/11/2016,CSW Industrials Inc,CSW Industrials Inc,11/07/2018,126402,126402,3043856020
3034258040,11/10/2016,Grifols SA,Harding Loevner LLC,11/10/2016,41228F,E5706X,3034258040
3034315020,11/10/2016,TubeMogul Inc,Adobe Systems Inc,12/19/2016,00724F,898570,3034315020
3044029020,11/10/2016,T Bancshares Inc,T Acquisition Inc,05/15/2017,0F8113,872229,3044029020
3041315020,11/09/2016,Wendys Co,Wendys Co,12/27/2016,95058W,95058W,3041315020
3033317020,11/08/2016,Greer Bancshares Inc,Carolina Financial Corp,03/20/2017,143873,39741K,3033317020
3032635020,11/07/2016,Datalink Corp,Insight Enterprises Inc,01/06/2017,45765U,237934,3032635020
3032690020,11/07/2016,EarthLink Holdings Corp,Windstream Holdings Inc,02/27/2017,9A3130,270321,3032690020
3032703020,11/07/2016,Blue Nile Inc,Blue Nile Inc SPV,02/17/2017,0F0911,09578R,3032703020
3047095020,11/07/2016,Cobalt International Energy Inc,Bondholders,12/07/2016,09788F,19075F,3047095020
3032034020,11/04/2016,First Menasha Bancshares Inc,Nicolet Bankshares Inc,04/28/2017,65380P,0F0384,3032034020
3031361020,11/03/2016,Metaldyne Performance Group Inc,American Axle & Manufacturing Holdings Inc,04/06/2017,024061,59116R,3031361020
3038189020,11/03/2016,Actua Corp,Actua Corp,12/13/2016,46059C,46059C,3038189020
3030843020,11/02/2016,American DG Energy Inc,Tecogen Inc,05/18/2017,87876P,025398,3030843020
3030905020,11/02/2016,Brocade Communications Systems Inc,Broadcom Ltd,11/17/2017,Y09827,111621,3030905020
3031073020,11/02/2016,Inteliquent Inc,Onvoy Inc,02/10/2017,68221P,64128B,3031073020
3040824020,11/02/2016,Zynga Inc,Zynga Inc,06/30/2018,98986T,98986T,3040824020
3043135020,11/01/2016,Owens & Minor Inc,Owens & Minor Inc,12/31/2019,690732,690732,3043135020
4238187020,11/01/2016,Apple Inc,Apple Inc,02/28/2017,037833,037833,4238187020
3016773020,10/31/2016,Team Health Holdings Inc,Blackstone Group LP,02/06/2017,09253U,87817A,3016773020
3026387020,10/31/2016,Level 3 Communications Inc,CenturyLink Inc,11/01/2017,156700,52729N,3026387020
3029940020,10/31/2016,Founders Bancorp Inc,Heartland Financial USA Inc,03/01/2017,42234Q,350515,3029940020
3030126020,10/31/2016,Performance Sports Group Ltd,Performance Sports Group Ltd SPV,02/28/2017,9E9151,71377G,3030126020
3035588040,10/31/2016,Unidas Sa,Enterprise Holdings Inc,12/27/2016,29345F,90528Y,3035588040
3039998020,10/27/2016,Virtus Investment Partners Inc,Virtus Investment Partners Inc,10/27/2016,92828Q,92828Q,3039998020
3043749020,10/27/2016,InvenTrust Properties Corp,InvenTrust Properties Corp,12/07/2016,46124J,46124J,3043749020
3046990020,10/27/2016,Kona Grill Inc,Kona Grill Inc,02/01/2017,50047H,50047H,3046990020
3023249020,10/25/2016,PennTex Midstream Partners LP,Energy Transfer Partners LP,11/01/2016,29273R,709311,3023249020
3023781020,10/25/2016,Trans Energy Inc,EQT Corp,01/11/2020,26884L,89323B,3023781020
3021396020,10/24/2016,JP Energy Partners LP,American Midstream Partners LP,03/08/2017,02752P,46643C,3021396020
3021514020,10/24/2016,"Merchants Bancshares Inc,Burlington,Vermont",Community Bank System Inc,05/12/2017,203607,588448,3021514020
3021839020,10/24/2016,International Textile Group Inc,Platinum Equity Advisors LLC,10/24/2016,72766K,46406K,3021839020
3022899020,10/24/2016,Basic Energy Services Inc,Bondholders,12/23/2016,09788F,06985P,3022899020
3024785020,10/24/2016,Middleburg Financial Corp,Access National Corp,04/03/2017,004337,596094,3024785020
3028158040,10/24/2016,Benitec Biopharma Ltd,Nant Capital LLC,10/24/2016,9E8662,Q14711,3028158040
3037619020,10/24/2016,American Gilsonite Co,Bondholders,12/31/2016,09788F,02636P,3037619020
2634022020,10/23/2016,B/E Aerospace Inc,Rockwell Collins Inc,04/13/2017,774341,073302,2634022020
3021003020,10/22/2016,Time Warner Inc,AT&T Inc,06/14/2018,00206R,887317,3021003020
3020919020,10/21/2016,Everyday Health Inc,Ziff Davis LLC,12/05/2016,989511,300415,3020919020
3024089020,10/21/2016,IBEX Global Solutions Plc,The Resource Group International Ltd,11/25/2016,76352J,G4R21X,3024089020
3032736020,10/21/2016,International Seaways Inc,Shareholders,12/01/2016,81949M,0J9901,3032736020
3046201020,10/21/2016,NewStar Financial Inc,NewStar Financial Inc,10/21/2016,65251F,65251F,3046201020
3021307020,10/20/2016,Timberline Resources Corp,Timberline Resources Corp,10/20/2016,887133,887133,3021307020
3076569020,10/20/2016,Stone Energy Corp,Creditors,02/28/2017,22542Z,861642,3076569020
3019788020,10/19/2016,JetPay Corp,Larry Stone,10/19/2016,9E6363,477177,3019788020
3034788020,10/18/2016,PacWest Bancorp,PacWest Bancorp,02/28/2019,695263,695263,3034788020
3019166020,10/17/2016,Silgan Holdings Inc,Silgan Holdings Inc,11/21/2016,827048,827048,3019166020
3038587020,10/17/2016,Resources Connection Inc,Resources Connection Inc,11/22/2016,76122Q,76122Q,3038587020
3018423020,10/14/2016,Alon USA Energy Inc,Delek US Holdings Inc,06/30/2017,246647,020520,3018423020
3043228020,10/14/2016,Blackrock Enhanced Government Fund Inc,Blackrock Enhanced Government Fund Inc,11/22/2016,09255K,09255K,3043228020
3025808040,10/13/2016,VTG AG,Morgan Stanley Infrastructure Inc,12/31/2016,1F0982,91795Q,3025808040
3076886040,10/11/2016,Ten Peaks Coffee Co Inc,Mill Road Capital II LP,10/11/2016,3F3077,88025A,3076886040
3015908020,10/10/2016,Gas Natural Inc,First Reserve Corp,08/04/2017,33616W,367204,3015908020
3015954040,10/10/2016,MyHammer Holding AG,HomeAdvisor Inc,11/03/2016,0C4223,62755F,3015954040
3017383020,10/10/2016,Glacier Water Services Inc,Primo Water Corp,12/12/2016,9E4936,376395,3017383020
3016016020,10/07/2016,SunOpta Inc,Oaktree Capital Management LP,10/07/2016,67390J,8676EP,3016016020
3014893020,10/06/2016,Georgetown Bancorp Inc,Salem Five Bancorp,05/23/2017,6E2889,372591,3014893020
3014208040,10/04/2016,Quickflix Ltd,Karma Media Holdings LLC,12/22/2016,9E2923,74697E,3014208040
2954450020,10/03/2016,Cabelas Inc,Bass Pro Group LLC,09/25/2017,07010H,126804,2954450020
3013659040,10/03/2016,DirectCash Payments Inc,Cardtronics plc,01/06/2017,G1991C,25697X,3013659040
3013666020,10/03/2016,DCB Financial Corp,First Commonwealth Financial Corp,04/03/2017,319829,233075,3013666020
3014514020,10/03/2016,Sotheby's,Sotheby's,10/03/2016,835898,835898,3014514020
3019506020,10/03/2016,Dynegy Inc,Creditors,02/02/2017,22542Z,26817R,3019506020
3013193020,09/30/2016,Active Power Inc,Piller USA Inc,11/19/2016,9E2597,00504W,3013193020
3014391040,09/28/2016,BIOERG SA,Profit Investments LLC,09/28/2016,9E0801,4E7138,3014391040
3010886020,09/27/2016,EndoChoice Holdings Inc,Boston Scientific Corp,11/22/2016,101137,29272U,3010886020
3053302020,09/27/2016,Independence Realty Trust Inc,Independence Realty Trust Inc,12/20/2016,45378A,45378A,3053302020
3010309020,09/26/2016,BATS Global Markets Inc,CBOE Holdings Inc,02/28/2017,12503M,05533L,3010309020
3010357020,09/26/2016,Columbia Pipeline Partners LP,Columbia Pipeline Group Inc,02/17/2017,198280,198281,3010357020
3045024040,09/23/2016,Gazal Corp Ltd,PVH Corp,10/06/2016,693656,36826K,3045024040
3008781020,09/22/2016,WCI Communities Inc,Lennar Corp,02/10/2017,526057,92923C,3008781020
3009015020,09/22/2016,"Valley Commerce Bancorp, Visalia,California",Cvb Financial Corp,03/10/2017,126600,919519,3009015020
3008761020,09/21/2016,Target Corp,Target Corp,02/02/2020,87612E,87612E,3008761020
3007790020,09/20/2016,DTS Inc,Tessera Technologies Inc,12/01/2016,88164L,23335C,3007790020
3007866020,09/20/2016,Tobira Therapeutics Inc,Allergan Plc,11/01/2016,G0177J,88883P,3007866020
3008305020,09/20/2016,Microsoft Corp,Microsoft Corp,02/01/2020,594918,594918,3008305020
3013754020,09/20/2016,Independent Alliance Banks Inc,First Merchants Corp,11/21/2016,320817,1C0166,3013754020
3007129020,09/19/2016,Isle of Capri Casinos Inc,Eldorado Resorts Inc,05/01/2017,28470R,464592,3007129020
3007176020,09/19/2016,Infoblox Inc,Vista Equity Partners Management LLC,11/07/2016,93030H,45672H,3007176020
3012846020,09/19/2016,AR Capital Acquisition Corp,Axar Master Fund Ltd,10/07/2016,9E1955,2C2335,3012846020
3007697040,09/16/2016,Globaltrans Investment Plc,BlackRock Inc,09/16/2016,09247X,38187Q,3007697040
3005738020,09/14/2016,Vitae Pharmaceuticals Inc,Allergan Plc,10/25/2016,G0177J,92847N,3005738020
3007922020,09/14/2016,CIM Commercial Trust Corp,CIM Commercial Trust Corp,09/14/2016,125525,125525,3007922020
3004346020,09/12/2016,Raptor Pharmaceutical Corp,Horizon Pharma PLC,10/25/2016,G4617B,75382F,3004346020
3004569040,09/12/2016,KPM Tech Co Ltd,Emmaus Life Sciences Inc,10/11/2016,29137T,48416J,3004569040
3007425020,09/12/2016,American Farmland Co,Farmland Partners Inc,02/02/2017,31154R,8C8175,3007425020
3013009020,09/12/2016,Soligenix Inc,SciClone Pharmaceuticals Inc,09/12/2016,80862K,834223,3013009020
